,YEAR,SITE,RACE,SEX,COUNT,POPULATION
7350,2016,Esophagus,Asian/Pacific Islander,Male,213,9864727
7351,2016,Esophagus,Black,Female,375,23563997
7352,2016,Esophagus,Black,Male,908,21740034
7353,2016,Esophagus,Hispanic,Female,131,28480314
7354,2016,Esophagus,Hispanic,Male,564,29086009
7355,2016,Esophagus,White,Female,2682,127399632
7356,2016,Esophagus,White,Male,11127,125160956
7357,2016,Eye and Orbit,White,Female,158,127399632
7358,2016,Eye and Orbit,White,Male,173,125160956
7359,2016,Female Breast,American Indian/Alaska Native,Female,218,2306366
7360,2016,Female Breast,Asian/Pacific Islander,Female,1187,10713245
7361,2016,Female Breast,Black,Female,6333,23563997
7362,2016,Female Breast,Hispanic,Female,2953,28480314
7363,2016,Female Breast,White,Female,33749,127399632
7364,2016,Floor of Mouth,White,Female,25,127399632
7365,2016,Floor of Mouth,White,Male,58,125160956
7366,2016,Gallbladder,American Indian/Alaska Native,Female,19,2306366
7367,2016,Gallbladder,Asian/Pacific Islander,Female,67,10713245
7368,2016,Gallbladder,Asian/Pacific Islander,Male,47,9864727
7369,2016,Gallbladder,Black,Female,231,23563997
7370,2016,Gallbladder,Black,Male,97,21740034
7371,2016,Gallbladder,Hispanic,Female,207,28480314
7372,2016,Gallbladder,Hispanic,Male,77,29086009
7373,2016,Gallbladder,White,Female,1146,127399632
7374,2016,Gallbladder,White,Male,557,125160956
7375,2016,Gum and Other Mouth,Asian/Pacific Islander,Female,17,10713245
7376,2016,Gum and Other Mouth,Asian/Pacific Islander,Male,32,9864727
7377,2016,Gum and Other Mouth,Black,Female,45,23563997
7378,2016,Gum and Other Mouth,Black,Male,88,21740034
7379,2016,Gum and Other Mouth,Hispanic,Female,30,28480314
7380,2016,Gum and Other Mouth,Hispanic,Male,47,29086009
7381,2016,Gum and Other Mouth,White,Female,529,127399632
7382,2016,Gum and Other Mouth,White,Male,673,125160956
7383,2016,Hodgkin Lymphoma,Asian/Pacific Islander,Female,16,10713245
7384,2016,Hodgkin Lymphoma,Black,Female,31,23563997
7385,2016,Hodgkin Lymphoma,Black,Male,56,21740034
7386,2016,Hodgkin Lymphoma,Hispanic,Female,62,28480314
7387,2016,Hodgkin Lymphoma,Hispanic,Male,77,29086009
7388,2016,Hodgkin Lymphoma,White,Female,374,127399632
7389,2016,Hodgkin Lymphoma,White,Male,507,125160956
7390,2016,Hypopharynx,Black,Male,56,21740034
7391,2016,Hypopharynx,White,Female,63,127399632
7392,2016,Hypopharynx,White,Male,252,125160956
7393,2016,Kidney and Renal Pelvis,American Indian/Alaska Native,Female,32,2306366
7394,2016,Kidney and Renal Pelvis,American Indian/Alaska Native,Male,82,2322385
7395,2016,Kidney and Renal Pelvis,Asian/Pacific Islander,Female,111,10713245
7396,2016,Kidney and Renal Pelvis,Asian/Pacific Islander,Male,214,9864727
7397,2016,Kidney and Renal Pelvis,Black,Female,484,23563997
7398,2016,Kidney and Renal Pelvis,Black,Male,854,21740034
7399,2016,Kidney and Renal Pelvis,Hispanic,Female,411,28480314
7400,2016,Kidney and Renal Pelvis,Hispanic,Male,827,29086009
7401,2016,Kidney and Renal Pelvis,White,Female,4219,127399632
7402,2016,Kidney and Renal Pelvis,White,Male,7846,125160956
7403,2016,Larynx,American Indian/Alaska Native,Male,27,2322385
7404,2016,Larynx,Asian/Pacific Islander,Male,42,9864727
7405,2016,Larynx,Black,Female,140,23563997
7406,2016,Larynx,Black,Male,509,21740034
7407,2016,Larynx,Hispanic,Female,21,28480314
7408,2016,Larynx,Hispanic,Male,199,29086009
7409,2016,Larynx,White,Female,663,127399632
7410,2016,Larynx,White,Male,2470,125160956
7411,2016,Leukemias,American Indian/Alaska Native,Female,31,2306366
7412,2016,Leukemias,American Indian/Alaska Native,Male,51,2322385
7413,2016,Leukemias,Asian/Pacific Islander,Female,280,10713245
7414,2016,Leukemias,Asian/Pacific Islander,Male,355,9864727
7415,2016,Leukemias,Black,Female,1008,23563997
7416,2016,Leukemias,Black,Male,1083,21740034
7417,2016,Leukemias,Hispanic,Female,772,28480314
7418,2016,Leukemias,Hispanic,Male,954,29086009
7419,2016,Leukemias,White,Female,8608,127399632
7420,2016,Leukemias,White,Male,11871,125160956
7421,2016,Lip,White,Female,29,127399632
7422,2016,Lip,White,Male,39,125160956
7423,2016,Liver and Intrahepatic Bile Duct,American Indian/Alaska Native,Female,90,2306366
7424,2016,Liver and Intrahepatic Bile Duct,American Indian/Alaska Native,Male,172,2322385
7425,2016,Liver and Intrahepatic Bile Duct,Asian/Pacific Islander,Female,535,10713245
7426,2016,Liver and Intrahepatic Bile Duct,Asian/Pacific Islander,Male,1123,9864727
7427,2016,Liver and Intrahepatic Bile Duct,Black,Female,1225,23563997
7428,2016,Liver and Intrahepatic Bile Duct,Black,Male,2538,21740034
7429,2016,Liver and Intrahepatic Bile Duct,Hispanic,Female,1122,28480314
7430,2016,Liver and Intrahepatic Bile Duct,Hispanic,Male,2365,29086009
7431,2016,Liver and Intrahepatic Bile Duct,White,Female,6876,127399632
7432,2016,Liver and Intrahepatic Bile Duct,White,Male,14010,125160956
7433,2016,Lung and Bronchus,American Indian/Alaska Native,Female,372,2306366
7434,2016,Lung and Bronchus,American Indian/Alaska Native,Male,445,2322385
7435,2016,Lung and Bronchus,Asian/Pacific Islander,Female,1684,10713245
7436,2016,Lung and Bronchus,Asian/Pacific Islander,Male,2233,9864727
7437,2016,Lung and Bronchus,Black,Female,6880,23563997
7438,2016,Lung and Bronchus,Black,Male,9129,21740034
7439,2016,Lung and Bronchus,Hispanic,Female,2284,28480314
7440,2016,Lung and Bronchus,Hispanic,Male,3263,29086009
7441,2016,Lung and Bronchus,White,Female,59158,127399632
7442,2016,Lung and Bronchus,White,Male,68968,125160956
7443,2016,Lymphomas,American Indian/Alaska Native,Female,36,2306366
7444,2016,Lymphomas,American Indian/Alaska Native,Male,56,2322385
7445,2016,Lymphomas,Asian/Pacific Islander,Female,320,10713245
7446,2016,Lymphomas,Asian/Pacific Islander,Male,383,9864727
7447,2016,Lymphomas,Black,Female,735,23563997
7448,2016,Lymphomas,Black,Male,863,21740034
7449,2016,Lymphomas,Hispanic,Female,745,28480314
7450,2016,Lymphomas,Hispanic,Male,960,29086009
7451,2016,Lymphomas,White,Female,8298,127399632
7452,2016,Lymphomas,White,Male,10577,125160956
7453,2016,Male Breast,Black,Male,74,21740034
7454,2016,Male Breast,Hispanic,Male,22,29086009
7455,2016,Male Breast,White,Male,381,125160956
7456,2016,Melanomas of the Skin,Asian/Pacific Islander,Female,28,10713245
7457,2016,Melanomas of the Skin,Asian/Pacific Islander,Male,33,9864727
7458,2016,Melanomas of the Skin,Black,Female,53,23563997
7459,2016,Melanomas of the Skin,Black,Male,49,21740034
7460,2016,Melanomas of the Skin,Hispanic,Female,92,28480314
7461,2016,Melanomas of the Skin,Hispanic,Male,139,29086009
7462,2016,Melanomas of the Skin,White,Female,2676,127399632
7463,2016,Melanomas of the Skin,White,Male,5335,125160956
7464,2016,Mesothelioma,Asian/Pacific Islander,Male,24,9864727
7465,2016,Mesothelioma,Black,Female,23,23563997
7466,2016,Mesothelioma,Black,Male,91,21740034
7467,2016,Mesothelioma,Hispanic,Female,38,28480314
7468,2016,Mesothelioma,Hispanic,Male,82,29086009
7469,2016,Mesothelioma,White,Female,509,127399632
7470,2016,Mesothelioma,White,Male,1847,125160956
7471,2016,Miscellaneous,American Indian/Alaska Native,Female,116,2306366
7472,2016,Miscellaneous,American Indian/Alaska Native,Male,143,2322385
7473,2016,Miscellaneous,Asian/Pacific Islander,Female,539,10713245
7474,2016,Miscellaneous,Asian/Pacific Islander,Male,542,9864727
7475,2016,Miscellaneous,Black,Female,2333,23563997
7476,2016,Miscellaneous,Black,Male,2458,21740034
7477,2016,Miscellaneous,Hispanic,Female,1175,28480314
7478,2016,Miscellaneous,Hispanic,Male,1344,29086009
7479,2016,Miscellaneous,White,Female,16609,127399632
7480,2016,Miscellaneous,White,Male,19502,125160956
7481,2016,Myeloma,American Indian/Alaska Native,Female,28,2306366
7482,2016,Myeloma,American Indian/Alaska Native,Male,33,2322385
7483,2016,Myeloma,Asian/Pacific Islander,Female,116,10713245
7484,2016,Myeloma,Asian/Pacific Islander,Male,161,9864727
7485,2016,Myeloma,Black,Female,1126,23563997
7486,2016,Myeloma,Black,Male,1109,21740034
7487,2016,Myeloma,Hispanic,Female,409,28480314
7488,2016,Myeloma,Hispanic,Male,532,29086009
7489,2016,Myeloma,White,Female,4262,127399632
7490,2016,Myeloma,White,Male,5431,125160956
7491,2016,Nasopharynx,Asian/Pacific Islander,Female,41,10713245
7492,2016,Nasopharynx,Asian/Pacific Islander,Male,107,9864727
7493,2016,Nasopharynx,Black,Female,27,23563997
7494,2016,Nasopharynx,Black,Male,89,21740034
7495,2016,Nasopharynx,Hispanic,Male,32,29086009
7496,2016,Nasopharynx,White,Female,146,127399632
7497,2016,Nasopharynx,White,Male,309,125160956
7498,2016,Non-Hodgkin Lymphoma,American Indian/Alaska Native,Female,36,2306366
7499,2016,Non-Hodgkin Lymphoma,American Indian/Alaska Native,Male,54,2322385
7500,2016,Non-Hodgkin Lymphoma,Asian/Pacific Islander,Female,304,10713245
7501,2016,Non-Hodgkin Lymphoma,Asian/Pacific Islander,Male,369,9864727
7502,2016,Non-Hodgkin Lymphoma,Black,Female,704,23563997
7503,2016,Non-Hodgkin Lymphoma,Black,Male,807,21740034
7504,2016,Non-Hodgkin Lymphoma,Hispanic,Female,683,28480314
7505,2016,Non-Hodgkin Lymphoma,Hispanic,Male,883,29086009
7506,2016,Non-Hodgkin Lymphoma,White,Female,7924,127399632
7507,2016,Non-Hodgkin Lymphoma,White,Male,10070,125160956
7508,2016,"Nose, Nasal Cavity and Middle Ear",Black,Female,19,23563997
7509,2016,"Nose, Nasal Cavity and Middle Ear",Black,Male,31,21740034
7510,2016,"Nose, Nasal Cavity and Middle Ear",Hispanic,Male,29,29086009
7511,2016,"Nose, Nasal Cavity and Middle Ear",White,Female,165,127399632
7512,2016,"Nose, Nasal Cavity and Middle Ear",White,Male,289,125160956
7513,2016,Oral Cavity and Pharynx,American Indian/Alaska Native,Male,52,2322385
7514,2016,Oral Cavity and Pharynx,Asian/Pacific Islander,Female,134,10713245
7515,2016,Oral Cavity and Pharynx,Asian/Pacific Islander,Male,268,9864727
7516,2016,Oral Cavity and Pharynx,Black,Female,298,23563997
7517,2016,Oral Cavity and Pharynx,Black,Male,830,21740034
7518,2016,Oral Cavity and Pharynx,Hispanic,Female,154,28480314
7519,2016,Oral Cavity and Pharynx,Hispanic,Male,386,29086009
7520,2016,Oral Cavity and Pharynx,White,Female,2573,127399632
7521,2016,Oral Cavity and Pharynx,White,Male,6000,125160956
7522,2016,Oropharynx,Asian/Pacific Islander,Male,26,9864727
7523,2016,Oropharynx,Black,Female,34,23563997
7524,2016,Oropharynx,Black,Male,104,21740034
7525,2016,Oropharynx,Hispanic,Female,16,28480314
7526,2016,Oropharynx,Hispanic,Male,46,29086009
7527,2016,Oropharynx,White,Female,231,127399632
7528,2016,Oropharynx,White,Male,682,125160956
7529,2016,Other Biliary,Asian/Pacific Islander,Female,45,10713245
7530,2016,Other Biliary,Asian/Pacific Islander,Male,43,9864727
7531,2016,Other Biliary,Black,Female,104,23563997
7532,2016,Other Biliary,Black,Male,69,21740034
7533,2016,Other Biliary,Hispanic,Female,83,28480314
7534,2016,Other Biliary,Hispanic,Male,98,29086009
7535,2016,Other Biliary,White,Female,745,127399632
7536,2016,Other Biliary,White,Male,796,125160956
7537,2016,Other Digestive Organs,Asian/Pacific Islander,Female,26,10713245
7538,2016,Other Digestive Organs,Asian/Pacific Islander,Male,40,9864727
7539,2016,Other Digestive Organs,Black,Female,85,23563997
7540,2016,Other Digestive Organs,Black,Male,94,21740034
7541,2016,Other Digestive Organs,Hispanic,Female,61,28480314
7542,2016,Other Digestive Organs,Hispanic,Male,70,29086009
7543,2016,Other Digestive Organs,White,Female,531,127399632
7544,2016,Other Digestive Organs,White,Male,641,125160956
7545,2016,Other Endocrine including Thymus,Asian/Pacific Islander,Female,28,10713245
7546,2016,Other Endocrine including Thymus,Asian/Pacific Islander,Male,26,9864727
7547,2016,Other Endocrine including Thymus,Black,Female,74,23563997
7548,2016,Other Endocrine including Thymus,Black,Male,74,21740034
7549,2016,Other Endocrine including Thymus,Hispanic,Female,46,28480314
7550,2016,Other Endocrine including Thymus,Hispanic,Male,57,29086009
7551,2016,Other Endocrine including Thymus,White,Female,367,127399632
7552,2016,Other Endocrine including Thymus,White,Male,396,125160956
7553,2016,Other Female Genital Organs,Black,Female,98,23563997
7554,2016,Other Female Genital Organs,Hispanic,Female,52,28480314
7555,2016,Other Female Genital Organs,White,Female,714,127399632
7556,2016,Other Leukemias,Asian/Pacific Islander,Female,66,10713245
7557,2016,Other Leukemias,Asian/Pacific Islander,Male,88,9864727
7558,2016,Other Leukemias,Black,Female,276,23563997
7559,2016,Other Leukemias,Black,Male,305,21740034
7560,2016,Other Leukemias,Hispanic,Female,181,28480314
7561,2016,Other Leukemias,Hispanic,Male,226,29086009
7562,2016,Other Leukemias,White,Female,2196,127399632
7563,2016,Other Leukemias,White,Male,3069,125160956
7564,2016,Other Male Genital Organs,White,Male,71,125160956
7565,2016,Other Non-Epithelial Skin,Asian/Pacific Islander,Female,19,10713245
7566,2016,Other Non-Epithelial Skin,Asian/Pacific Islander,Male,34,9864727
7567,2016,Other Non-Epithelial Skin,Black,Female,52,23563997
7568,2016,Other Non-Epithelial Skin,Black,Male,103,21740034
7569,2016,Other Non-Epithelial Skin,Hispanic,Female,36,28480314
7570,2016,Other Non-Epithelial Skin,Hispanic,Male,111,29086009
7571,2016,Other Non-Epithelial Skin,White,Female,951,127399632
7572,2016,Other Non-Epithelial Skin,White,Male,2682,125160956
7573,2016,Other Oral Cavity and Pharynx,Asian/Pacific Islander,Male,23,9864727
7574,2016,Other Oral Cavity and Pharynx,Black,Female,48,23563997
7575,2016,Other Oral Cavity and Pharynx,Black,Male,188,21740034
7576,2016,Other Oral Cavity and Pharynx,Hispanic,Male,82,29086009
7577,2016,Other Oral Cavity and Pharynx,White,Female,300,127399632
7578,2016,Other Oral Cavity and Pharynx,White,Male,1004,125160956
7579,2016,Other Urinary Organs,Black,Female,33,23563997
7580,2016,Other Urinary Organs,Black,Male,28,21740034
7581,2016,Other Urinary Organs,White,Female,147,127399632
7582,2016,Other Urinary Organs,White,Male,261,125160956
7583,2016,Ovary,American Indian/Alaska Native,Female,81,2306366
7584,2016,Ovary,Asian/Pacific Islander,Female,524,10713245
7585,2016,Ovary,Black,Female,1328,23563997
7586,2016,Ovary,Hispanic,Female,998,28480314
7587,2016,Ovary,White,Female,12290,127399632
7588,2016,Pancreas,American Indian/Alaska Native,Female,117,2306366
7589,2016,Pancreas,American Indian/Alaska Native,Male,117,2322385
7590,2016,Pancreas,Asian/Pacific Islander,Female,705,10713245
7591,2016,Pancreas,Asian/Pacific Islander,Male,661,9864727
7592,2016,Pancreas,Black,Female,2774,23563997
7593,2016,Pancreas,Black,Male,2503,21740034
7594,2016,Pancreas,Hispanic,Female,1433,28480314
7595,2016,Pancreas,Hispanic,Male,1486,29086009
7596,2016,Pancreas,White,Female,17262,127399632
7597,2016,Pancreas,White,Male,18618,125160956
7598,2016,Penis,Black,Male,22,21740034
7599,2016,Penis,Hispanic,Male,48,29086009
7600,2016,Penis,White,Male,283,125160956
7601,2016,"Peritoneum, Omentum and Mesentery",Asian/Pacific Islander,Female,27,10713245
7602,2016,"Peritoneum, Omentum and Mesentery",Black,Female,73,23563997
7603,2016,"Peritoneum, Omentum and Mesentery",Hispanic,Female,50,28480314
7604,2016,"Peritoneum, Omentum and Mesentery",White,Female,707,127399632
7605,2016,"Peritoneum, Omentum and Mesentery",White,Male,119,125160956
7606,2016,Pleura,White,Female,17,127399632
7607,2016,Pleura,White,Male,26,125160956
7608,2016,Prostate,American Indian/Alaska Native,Male,148,2322385
7609,2016,Prostate,Asian/Pacific Islander,Male,579,9864727
7610,2016,Prostate,Black,Male,5088,21740034
7611,2016,Prostate,Hispanic,Male,1929,29086009
7612,2016,Prostate,White,Male,24555,125160956
7613,2016,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Female,35,2306366
7614,2016,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Male,46,2322385
7615,2016,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Female,164,10713245
7616,2016,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Male,228,9864727
7617,2016,Rectum and Rectosigmoid Junction,Black,Female,474,23563997
7618,2016,Rectum and Rectosigmoid Junction,Black,Male,745,21740034
7619,2016,Rectum and Rectosigmoid Junction,Hispanic,Female,272,28480314
7620,2016,Rectum and Rectosigmoid Junction,Hispanic,Male,457,29086009
7621,2016,Rectum and Rectosigmoid Junction,White,Female,3656,127399632
7622,2016,Rectum and Rectosigmoid Junction,White,Male,5055,125160956
7623,2016,Retroperitoneum,Hispanic,Male,17,29086009
7624,2016,Retroperitoneum,White,Female,116,127399632
7625,2016,Retroperitoneum,White,Male,133,125160956
7626,2016,Salivary Gland,Black,Female,40,23563997
7627,2016,Salivary Gland,Black,Male,42,21740034
7628,2016,Salivary Gland,Hispanic,Female,19,28480314
7629,2016,Salivary Gland,Hispanic,Male,31,29086009
7630,2016,Salivary Gland,White,Female,321,127399632
7631,2016,Salivary Gland,White,Male,593,125160956
7632,2016,Skin excluding Basal and Squamous,American Indian/Alaska Native,Male,18,2322385
7633,2016,Skin excluding Basal and Squamous,Asian/Pacific Islander,Female,47,10713245
7634,2016,Skin excluding Basal and Squamous,Asian/Pacific Islander,Male,67,9864727
7635,2016,Skin excluding Basal and Squamous,Black,Female,105,23563997
7636,2016,Skin excluding Basal and Squamous,Black,Male,152,21740034
7637,2016,Skin excluding Basal and Squamous,Hispanic,Female,128,28480314
7638,2016,Skin excluding Basal and Squamous,Hispanic,Male,250,29086009
7639,2016,Skin excluding Basal and Squamous,White,Female,3627,127399632
7640,2016,Skin excluding Basal and Squamous,White,Male,8017,125160956
7641,2016,Small Intestine,Asian/Pacific Islander,Female,21,10713245
7642,2016,Small Intestine,Asian/Pacific Islander,Male,25,9864727
7643,2016,Small Intestine,Black,Female,144,23563997
7644,2016,Small Intestine,Black,Male,125,21740034
7645,2016,Small Intestine,Hispanic,Female,43,28480314
7646,2016,Small Intestine,Hispanic,Male,51,29086009
7647,2016,Small Intestine,White,Female,576,127399632
7648,2016,Small Intestine,White,Male,711,125160956
7649,2016,Soft Tissue including Heart,American Indian/Alaska Native,Male,16,2322385
7650,2016,Soft Tissue including Heart,Asian/Pacific Islander,Female,71,10713245
7651,2016,Soft Tissue including Heart,Asian/Pacific Islander,Male,84,9864727
7652,2016,Soft Tissue including Heart,Black,Female,369,23563997
7653,2016,Soft Tissue including Heart,Black,Male,261,21740034
7654,2016,Soft Tissue including Heart,Hispanic,Female,239,28480314
7655,2016,Soft Tissue including Heart,Hispanic,Male,260,29086009
7656,2016,Soft Tissue including Heart,White,Female,1849,127399632
7657,2016,Soft Tissue including Heart,White,Male,2154,125160956
7658,2016,Stomach,American Indian/Alaska Native,Female,49,2306366
7659,2016,Stomach,American Indian/Alaska Native,Male,60,2322385
7660,2016,Stomach,Asian/Pacific Islander,Female,429,10713245
7661,2016,Stomach,Asian/Pacific Islander,Male,557,9864727
7662,2016,Stomach,Black,Female,786,23563997
7663,2016,Stomach,Black,Male,1280,21740034
7664,2016,Stomach,Hispanic,Female,832,28480314
7665,2016,Stomach,Hispanic,Male,970,29086009
7666,2016,Stomach,White,Female,3324,127399632
7667,2016,Stomach,White,Male,4948,125160956
7668,2016,Testis,Black,Male,21,21740034
7669,2016,Testis,Hispanic,Male,93,29086009
7670,2016,Testis,White,Male,389,125160956
7671,2016,Thyroid,Asian/Pacific Islander,Female,66,10713245
7672,2016,Thyroid,Asian/Pacific Islander,Male,44,9864727
7673,2016,Thyroid,Black,Female,120,23563997
7674,2016,Thyroid,Black,Male,68,21740034
7675,2016,Thyroid,Hispanic,Female,150,28480314
7676,2016,Thyroid,Hispanic,Male,89,29086009
7677,2016,Thyroid,White,Female,925,127399632
7678,2016,Thyroid,White,Male,807,125160956
7679,2016,Tongue,American Indian/Alaska Native,Male,16,2322385
7680,2016,Tongue,Asian/Pacific Islander,Female,44,10713245
7681,2016,Tongue,Asian/Pacific Islander,Male,41,9864727
7682,2016,Tongue,Black,Female,60,23563997
7683,2016,Tongue,Black,Male,152,21740034
7684,2016,Tongue,Hispanic,Female,49,28480314
7685,2016,Tongue,Hispanic,Male,101,29086009
7686,2016,Tongue,White,Female,740,127399632
7687,2016,Tongue,White,Male,1649,125160956
7688,2016,Tonsil,Black,Female,25,23563997
7689,2016,Tonsil,Black,Male,98,21740034
7690,2016,Tonsil,Hispanic,Male,33,29086009
7691,2016,Tonsil,White,Female,189,127399632
7692,2016,Tonsil,White,Male,741,125160956
7693,2016,"Trachea, Mediastinum and Other Respiratory Organs",Black,Female,17,23563997
7694,2016,"Trachea, Mediastinum and Other Respiratory Organs",Black,Male,27,21740034
7695,2016,"Trachea, Mediastinum and Other Respiratory Organs",White,Female,87,127399632
7696,2016,"Trachea, Mediastinum and Other Respiratory Organs",White,Male,126,125160956
7697,2016,Ureter,White,Female,159,127399632
7698,2016,Ureter,White,Male,202,125160956
7699,2016,Urinary Bladder,American Indian/Alaska Native,Male,45,2322385
7700,2016,Urinary Bladder,Asian/Pacific Islander,Female,90,10713245
7701,2016,Urinary Bladder,Asian/Pacific Islander,Male,205,9864727
7702,2016,Urinary Bladder,Black,Female,534,23563997
7703,2016,Urinary Bladder,Black,Male,733,21740034
7704,2016,Urinary Bladder,Hispanic,Female,213,28480314
7705,2016,Urinary Bladder,Hispanic,Male,462,29086009
7706,2016,Urinary Bladder,White,Female,4068,127399632
7707,2016,Urinary Bladder,White,Male,10958,125160956
7708,2016,"Uterus, NOS",American Indian/Alaska Native,Female,26,2306366
7709,2016,"Uterus, NOS",Asian/Pacific Islander,Female,183,10713245
7710,2016,"Uterus, NOS",Black,Female,1164,23563997
7711,2016,"Uterus, NOS",Hispanic,Female,451,28480314
7712,2016,"Uterus, NOS",White,Female,3950,127399632
7713,2016,Vagina,Black,Female,53,23563997
7714,2016,Vagina,Hispanic,Female,27,28480314
7715,2016,Vagina,White,Female,324,127399632
7716,2016,Vulva,Black,Female,65,23563997
7717,2016,Vulva,Hispanic,Female,52,28480314
7718,2016,Vulva,White,Female,1137,127399632
7719,2017,Acute Lymphocytic,Asian/Pacific Islander,Female,24,10999800
7720,2017,Acute Lymphocytic,Asian/Pacific Islander,Male,35,10130807
7721,2017,Acute Lymphocytic,Black,Female,57,23807887
7722,2017,Acute Lymphocytic,Black,Male,66,21980769
7723,2017,Acute Lymphocytic,Hispanic,Female,150,29050132
7724,2017,Acute Lymphocytic,Hispanic,Male,212,29650857
7725,2017,Acute Lymphocytic,White,Female,585,127878578
7726,2017,Acute Lymphocytic,White,Male,752,125664614
7727,2017,Acute Myeloid,American Indian/Alaska Native,Female,24,2335226
7728,2017,Acute Myeloid,American Indian/Alaska Native,Male,19,2349440
7729,2017,Acute Myeloid,Asian/Pacific Islander,Female,161,10999800
7730,2017,Acute Myeloid,Asian/Pacific Islander,Male,230,10130807
7731,2017,Acute Myeloid,Black,Female,448,23807887
7732,2017,Acute Myeloid,Black,Male,434,21980769
7733,2017,Acute Myeloid,Hispanic,Female,343,29050132
7734,2017,Acute Myeloid,Hispanic,Male,408,29650857
7735,2017,Acute Myeloid,White,Female,3879,127878578
7736,2017,Acute Myeloid,White,Male,5448,125664614
7737,2017,"Anus, Anal Canal and Anorectum",Black,Female,62,23807887
7738,2017,"Anus, Anal Canal and Anorectum",Black,Male,66,21980769
7739,2017,"Anus, Anal Canal and Anorectum",Hispanic,Female,35,29050132
7740,2017,"Anus, Anal Canal and Anorectum",Hispanic,Male,24,29650857
7741,2017,"Anus, Anal Canal and Anorectum",White,Female,660,127878578
7742,2017,"Anus, Anal Canal and Anorectum",White,Male,361,125664614
7743,2017,Bones and Joints,Asian/Pacific Islander,Female,31,10999800
7744,2017,Bones and Joints,Asian/Pacific Islander,Male,37,10130807
7745,2017,Bones and Joints,Black,Female,79,23807887
7746,2017,Bones and Joints,Black,Male,125,21980769
7747,2017,Bones and Joints,Hispanic,Female,79,29050132
7748,2017,Bones and Joints,Hispanic,Male,104,29650857
7749,2017,Bones and Joints,White,Female,603,127878578
7750,2017,Bones and Joints,White,Male,841,125664614
7751,2017,Cervix,American Indian/Alaska Native,Female,33,2335226
7752,2017,Cervix,Asian/Pacific Islander,Female,206,10999800
7753,2017,Cervix,Black,Female,806,23807887
7754,2017,Cervix,Hispanic,Female,606,29050132
7755,2017,Cervix,White,Female,3162,127878578
7756,2017,Chronic Lymphocytic,Asian/Pacific Islander,Male,33,10130807
7757,2017,Chronic Lymphocytic,Black,Female,165,23807887
7758,2017,Chronic Lymphocytic,Black,Male,205,21980769
7759,2017,Chronic Lymphocytic,Hispanic,Female,65,29050132
7760,2017,Chronic Lymphocytic,Hispanic,Male,76,29650857
7761,2017,Chronic Lymphocytic,White,Female,1595,127878578
7762,2017,Chronic Lymphocytic,White,Male,2294,125664614
7763,2017,Chronic Myeloid,Asian/Pacific Islander,Male,21,10130807
7764,2017,Chronic Myeloid,Black,Female,54,23807887
7765,2017,Chronic Myeloid,Black,Male,72,21980769
7766,2017,Chronic Myeloid,Hispanic,Female,31,29050132
7767,2017,Chronic Myeloid,Hispanic,Male,47,29650857
7768,2017,Chronic Myeloid,White,Female,463,127878578
7769,2017,Chronic Myeloid,White,Male,558,125664614
7770,2017,Colon and Rectum,American Indian/Alaska Native,Female,160,2335226
7771,2017,Colon and Rectum,American Indian/Alaska Native,Male,211,2349440
7772,2017,Colon and Rectum,Asian/Pacific Islander,Female,851,10999800
7773,2017,Colon and Rectum,Asian/Pacific Islander,Male,973,10130807
7774,2017,Colon and Rectum,Black,Female,3407,23807887
7775,2017,Colon and Rectum,Black,Male,3802,21980769
7776,2017,Colon and Rectum,Hispanic,Female,1807,29050132
7777,2017,Colon and Rectum,Hispanic,Male,2301,29650857
7778,2017,Colon and Rectum,White,Female,20332,127878578
7779,2017,Colon and Rectum,White,Male,22811,125664614
7780,2017,Colon excluding Rectum,American Indian/Alaska Native,Female,130,2335226
7781,2017,Colon excluding Rectum,American Indian/Alaska Native,Male,157,2349440
7782,2017,Colon excluding Rectum,Asian/Pacific Islander,Female,673,10999800
7783,2017,Colon excluding Rectum,Asian/Pacific Islander,Male,721,10130807
7784,2017,Colon excluding Rectum,Black,Female,2905,23807887
7785,2017,Colon excluding Rectum,Black,Male,3040,21980769
7786,2017,Colon excluding Rectum,Hispanic,Female,1488,29050132
7787,2017,Colon excluding Rectum,Hispanic,Male,1779,29650857
7788,2017,Colon excluding Rectum,White,Female,16559,127878578
7789,2017,Colon excluding Rectum,White,Male,17596,125664614
7790,2017,Corpus,American Indian/Alaska Native,Female,25,2335226
7791,2017,Corpus,Asian/Pacific Islander,Female,204,10999800
7792,2017,Corpus,Black,Female,1047,23807887
7793,2017,Corpus,Hispanic,Female,419,29050132
7794,2017,Corpus,White,Female,4686,127878578
7795,2017,"Corpus and Uterus, NOS",American Indian/Alaska Native,Female,51,2335226
7796,2017,"Corpus and Uterus, NOS",Asian/Pacific Islander,Female,397,10999800
7797,2017,"Corpus and Uterus, NOS",Black,Female,2152,23807887
7798,2017,"Corpus and Uterus, NOS",Hispanic,Female,909,29050132
7799,2017,"Corpus and Uterus, NOS",White,Female,8394,127878578
7800,2017,Esophagus,American Indian/Alaska Native,Female,20,2335226
7801,2017,Esophagus,American Indian/Alaska Native,Male,63,2349440
